id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
17628,C10-0000289-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/25/2019 00:00:00,06/24/2026 00:00:00,,Curbstone Exchange LLC,BIGFEETS,"David Hyland, Kevin Ragsdale, Kryslin Plottel, Shawn  Harding",Limited Liability Company,Data Not Available,6535 Highway 9,Felton,CA,Santa Cruz,95018,Dave@stackviewca.Com,(831) 331-7886,Data Not Available,37.055921,-122.075416
17629,C10-0000290-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/25/2019 00:00:00,06/24/2026 00:00:00,,"Ctrl Alt Destroy, Inc.",Embr,"Arthur  Lichtenberger, Katrina McKinley, Robert  McKinley, Ryan Moran",Corporation,Data Not Available,8300 Center Dr,La Mesa,CA,San Diego,91942,Ctrlaltlicensing@gmail.Com,(858) 382-9958,Data Not Available,32.772816,-117.018713
17630,C10-0000291-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2026 00:00:00,,"Alternative Medical Center, Inc [Equity Retailer]","ALTERNATIVE MEDICAL CENTER, INC [Equity Retailer]",Garib Karapetyan,Corporation,Data Not Available,1220 Blumenfeld Dr,Sacramento,CA,Sacramento,95815,Experience@kolas.Com,(916) 564-1100,Data Not Available,38.604015,-121.43863
17631,C10-0000292-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2026 00:00:00,,"Ovest, LLC",Los Angeles Patients and Caregivers Group,"Gary Hiller, Maribel Diaz-Garcia",Limited Liability Company,Data Not Available,7213 Santa Monica Blvd,W Hollywood,CA,Los Angeles,90046,Diazmaribel718@gmail.Com,(323) 326-6347,Data Not Available,34.090845,-118.34669
2218,C10-0000293-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2026 00:00:00,,"Farmacy Sb, Inc",The Farmacy,"Benjamin Vega, Graham Farrar, Hilal El Tabsh, Kyle Kazan, Mark Vendetti",Corporation,Data Not Available,128 W Mission St,Santa Barbara,CA,Santa Barbara,93101,Retailcompliance@glasshousegroup.Com,(562) 264-5078,Data Not Available,34.429096,-119.716767
2219,C10-0000294-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2026 00:00:00,,"Earth Essentials, LLC",Royal Highness,"lakeavia king, Lakkiyah King",Limited Liability Company,Data Not Available,"73345 Highway 111, Suite 205",Palm Desert,CA,Riverside,92260,Keyva@rh-Mj.Com,(442) 282-0656,Data Not Available,33.720834,-116.385141
17547,C10-0000295-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2026 00:00:00,,21227 Foothill LLC,Garden of Eden,Soufyan Abouahmed,Limited Liability Company,Data Not Available,21227 Foothill Blvd,Hayward,CA,Alameda,94541,Goehayward@gmail.Com,(323) 645-7669,Data Not Available,37.685376,-122.09285
17548,C10-0000296-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2026 00:00:00,,Robertson Caregivers Beverlywood,LEMONNADE PACOIMA,Andrey Shmykov,Corporation,Data Not Available,12800 Wentworth St,Arleta,CA,Los Angeles,91331,Rbcbeverlywood@gmail.Com,(626) 838-3321,Data Not Available,34.236137,-118.411524
17549,C10-0000297-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2026 00:00:00,,"Organic Century Farmacy, Inc.","ORGANIC CENTURY FARMACY, INC.","Dean Bornstein, James Townsend, Jonathan Sabag",Corporation,Data Not Available,12458 Magnolia Blvd W,Valley VLG,CA,Los Angeles,91607,Jtproducer34@gmail.Com,(818) 865-1700,Data Not Available,34.164639,-118.404919
17550,C10-0000298-LIC,Surrendered,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2026 00:00:00,,"Gsg Pl, Inc.",Data Not Available,"Adam Knopf, Justus Henkes",Corporation,Data Not Available,3452 Hancock,San Diego,CA,San Diego,92110,Gsglicensing@gmail.Com,(619) 268-8035,Data Not Available,32.756343,-117.208002
17551,C10-0000299-LIC,Surrendered,Provisional,Commercial -  Retailer,Medicinal,06/26/2019 00:00:00,06/25/2021 00:00:00,,Tulare Alternative Relief Association,TULARE ALTERNATIVE RELIEF ASSOCIATION,"Gabriel Perez, Sasha  De Jesus",Corporation,Data Not Available,150 J St N,Tulare,CA,Tulare,93274,Sagaperez11@yahoo.Com,(559) 688-2001,Data Not Available,36.209036,-119.347204
17552,C10-0000300-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2026 00:00:00,,"Love In It, Inc",Sol de Mendocino,"Beth Wigen, Huedell Freeman, John Toccalino, Martin Lewis, Mary Aigner",Corporation,Data Not Available,45110 Main St,Mendocino,CA,Mendocino,95460,Soldemendocino@gmail.Com,(707) 937-3123,Data Not Available,39.30461177,-123.80140306
17553,C10-0000301-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2022 00:00:00,,"Lotus River, Inc.","Lotus River, Inc.",Tracy Brenner,Corporation,Data Not Available,921 Laurel Ave W,Lompoc,CA,Santa Barbara,93436,Lotusriver921@gmail.Com,(805) 741-7596,Data Not Available,34.644139,-120.469059
17554,C10-0000302-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2023 00:00:00,,"Granada Hills Discount Farmacy, Inc.",Crown Dispensaries - Van Nuys,"Dyan  Cuzzort, Fahed Sayegh, Jeremy Thomas",Corporation,Data Not Available,"6710 N Van Nuys Blvd, A",Van Nuys,CA,Los Angeles,91405,Businessreup@gmail.Com,(213) 452-1597,Data Not Available,34.19254171,-118.44820618
17555,C10-0000303-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use,06/26/2019 00:00:00,06/25/2020 00:00:00,,Tt Santa Ana Corp,Data Not Available,"Derek Peterson, Matthew Morgan, Megan Jimenez, Michael Nahass",Corporation,Data Not Available,620 E Dyer Rd,Santa Ana,CA,Orange,92705,Ccox@terratechcorp.Com,(707) 477-6790,Data Not Available,33.70779443,-117.85899985
17556,C10-0000304-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2021 00:00:00,,Ganjery,Data Not Available,Stephen Gieder,Limited Liability Company,Data Not Available,"1580 Nursery Rd, Suite B",Mckinleyville,CA,Humboldt,95519,Steve@forwardLLC.Com,(707) 362-6511,Data Not Available,40.93726683,-124.10190752
17557,C10-0000305-LIC,Active,Annual,Commercial -  Retailer,Medicinal,06/26/2019 00:00:00,06/25/2026 00:00:00,,"Three Habitat Consulting, Contra Costa LLC",Urban Soyal,"Ayoka Medlock-Nurse, Khalil Ferguson",Limited Liability Company,Data Not Available,3823 San Pablo Dam Rd,El Sobrante,CA,Contra Costa,94803,Khalilf@gcintegrity.Com,(510) 776-2870,Data Not Available,37.965088,-122.313943
17558,C10-0000306-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,06/26/2019 00:00:00,06/25/2026 00:00:00,,"We Are Hemp, LLC","We Are Hemp, LLC","Michael Morgan, Robert Sadeghi",Limited Liability Company,Data Not Available,913 East Lewelling Blvd,Hayward,CA,Alameda,94541,Mjmballin7@yahoo.Com,(510) 878-0341,Data Not Available,37.687682,-122.1068
17559,C10-0000307-LIC,Surrendered,Provisional,Commercial -  Retailer,Medicinal,06/26/2019 00:00:00,06/25/2020 00:00:00,,River City Wellness Pain Management LLC,Foothill Health and Wellness,"Douglas Feutz, Mason Sisson",Corporation,Data Not Available,"3830 Dividend Dr, Suite A",Shingle Springs,CA,El Dorado,95682,Foothillwellness@live.Com,(530) 676-4532,Data Not Available,38.64991786,-120.95095453
17560,C10-0000308-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2020 00:00:00,,"Releaf Herbal Cooperative, Inc.",Releaf Herbal Cooperative,Adelheid Hanley,Limited Liability Company,Data Not Available,1284 Mission St,San Francisco,CA,San Francisco,94103,Heidihanley@yahoo.Com,(415) 716-1027,Data Not Available,37.77651902,-122.41461997
17561,C10-0000309-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,06/26/2019 00:00:00,06/25/2026 00:00:00,,"Mendocino Organics, LLC",Mendocann,Dona Frank,Limited Liability Company,Data Not Available,13325 Highway 101 S,Hopland,CA,Mendocino,95449,Dona@naturalcannabis.Com,(707) 888-9976,Data Not Available,38.97346244,-123.1158961
17562,C10-0000310-LIC,Canceled,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,06/26/2019 00:00:00,06/25/2025 00:00:00,,"Oakland Cannabis Institute, LLC",Oakland Organica,Dona Frank,Limited Liability Company,Data Not Available,6405 Shattuck Ave,Oakland,CA,Alameda,94609,Dona@naturalcannabis.Com,(707) 888-9976,Data Not Available,37.84953425,-122.26574486
2280,C10-0000311-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/27/2019 00:00:00,06/26/2026 00:00:00,,"Pure San Bernardino, LLC",Haven Cannabis Marijuana and Weed Dispensary - San Bernardino,"Merv Simchowitz, Michael  Simonian",Limited Liability Company,Data Not Available,164 Redlands Blvd W,San Bernardino,CA,San Bernardino,92408,Licensing@nextgenenterprises.Biz,(562) 280-7414,Data Not Available,34.063251,-117.286498
2315,C10-0000312-LIC,Surrendered,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/27/2019 00:00:00,06/26/2025 00:00:00,,"San Fernando Valley Medical Supply, Inc.",Elevate on 3rd,"Andrew Rocha, Juan Orozco, Kevin Krivitsky",Corporation,Data Not Available,8018 3rd St W,Los Angeles,CA,Los Angeles,90048,Delivery@elevate-Dispensary.Com,(323) 424-4788,Data Not Available,34.071778,-118.364469
2316,C10-0000313-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/27/2019 00:00:00,06/26/2026 00:00:00,,"Divine Wellness Center, Inc.","DIVINE WELLNESS CENTER, INC.","Alina Ter-Sahakian, Areg Zargaryan, Arman Mnatsakanyan, Gary Petrosyan",Corporation,Data Not Available,7246 Eton Ave N,Canoga Park,CA,Los Angeles,91303,Divinewellnesscenter@gmail.Com,(818) 888-4846,Data Not Available,34.202446,-118.595281
2317,C10-0000314-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/27/2019 00:00:00,06/26/2026 00:00:00,,Revolution Emporium,REVOLUTION EMPORIUM,"Anton hefele, DAVID JOHNSON",General Partnership,Data Not Available,3081 State St N,Ukiah,CA,Mendocino,95482,Revolutionemporium1@gmail.Com,(707) 484-0248,Data Not Available,39.1907627518166,-123.207222732123
2916,C10-0000315-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/27/2019 00:00:00,06/26/2026 00:00:00,,"Gole Industries, LLC",Data Not Available,"CASEY ZOLNIER, GABRIEL GUZMAN, KIM COUSINS, SEAN TOUSSEAU, Shawn Belschner, STAN GONZALES",Limited Liability Company,Data Not Available,504 Central Ave,Lake Elsinore,CA,Riverside,92530,Shawn@funtimecabinetfactory.Com,(818) 259-0942,Data Not Available,33.68648,-117.343386
2917,C10-0000316-LIC,Surrendered,Annual,Commercial -  Retailer,Adult-Use,06/27/2019 00:00:00,06/26/2025 00:00:00,,Lompoc Valley Organics LLC,Green Dragon Lompoc,"Cameron Porter, Glenn Standridge, Manuel Semerdjian",Limited Liability Company,Data Not Available,1024 H St N,Lompoc,CA,Santa Barbara,93436,Cameron.Porter1@gmail.Com,(805) 331-4756,Data Not Available,34.65416,-120.45682
2918,C10-0000317-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/27/2019 00:00:00,06/26/2026 00:00:00,,"Valley Health Options Collective, Inc.",Data Not Available,"Buddy Bergstrom, Tina Childs",Corporation,Data Not Available,1421 Auburn Blvd,Sacramento,CA,Sacramento,95815,Tinabergstrom@sbcglobal.Net,(916) 524-3194,Data Not Available,38.61158,-121.433922
2919,C10-0000318-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/27/2019 00:00:00,06/26/2026 00:00:00,,"Stockton Partners, Inc.",Zen Garden Wellness,"Corey Travis, Nathan Purcell",Corporation,Data Not Available,7632 Pacific Ave,Stockton,CA,San Joaquin,95207,Info@zen209.Com,(209) 435-3900,Data Not Available,38.01794658,-121.32317994
2920,C10-0000319-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/27/2019 00:00:00,06/26/2026 00:00:00,,"P.S.A.C., Inc.",Zen Garden Wellness,"Corey Travis, Joshua Cole, Shane Smith",Corporation,Data Not Available,"2201 Northgate Blvd, Suite H",Sacramento,CA,Sacramento,95833,Psacsacramento@gmail.Com,(916) 292-8120,Data Not Available,38.60723882,-121.47635294
2921,C10-0000320-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,"California Dispensaries, Inc.",Strains Dispensary,"Farid Zahreddine, Fatima Abdulla, Ihab Ghannam, Rinad Abdulla, Wadeed Abdulla",Corporation,Data Not Available,820 Rider St W,Perris,CA,Riverside,92571,Rinadabdulla@gmail.Com,(949) 444-9824,Data Not Available,33.83077,-117.244561
2922,C10-0000321-LIC,Surrendered,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2022 00:00:00,,Cv Wellness,IVTHC,"Abe Robbin, BILL WEBB, Jason Foster",Corporation,Data Not Available,11555 Palm Dr,DSRT Hot SPGS,CA,Riverside,92240,Cvwellness420@gmail.Com,(760) 699-7935,Data Not Available,33.964795,-116.50188
3048,C10-0000322-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,Higher Vision Dispensary Inc,HIGHER VISION DISPENSARY INC,"Allen Zeidan, Ariana Viramontes, Carlos  Calderon, Deborah Viramontes, Jerid Dollschnieder, Osman Kassem",Corporation,Data Not Available,"1251 Montalvo Way, Unit F",Palm Springs,CA,Riverside,92262,Dkassem1955@gmail.Com,(760) 832-6717,Data Not Available,33.838865,-116.510276
3050,C10-0000323-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,Loud Sd Inc.,San Diego Recreational Cannabis SDRC,"Sean St. Peter, Tara St. Peter",Corporation,Data Not Available,"1233 Camino Del Rio South St, Suite 1299",San Diego,CA,San Diego,92108,Sean_Stpeter@yahoo.Com,(619) 618-8139,Data Not Available,32.764771,-117.152143
3051,C10-0000324-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,Rcp Marysville,PERFECT UNION,"Mansoor Zakaria, Thomas Cologna, Thomas Sheridan",Corporation,Data Not Available,311 F St,Marysville,CA,Yuba,95901,Licensing@mwgholdings.Com,(916) 905-4906,Data Not Available,39.138242,-121.591552
3052,C10-0000325-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,Chai Cannabis Co,One Plant Santa Cruz,"Aaron  Serruya, Adam  Wilks, Mark  Klein",Corporation,Data Not Available,"3088 Winkle Ave, Suite C",Santa Cruz,CA,Santa Cruz,95065,Santacruz@chaicannabis.Com,(831) 475-5506,Data Not Available,36.989156,-121.974327
3053,C10-0000326-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,La Florista,Data Not Available,Elizabeth Tabor,Corporation,Data Not Available,242 Main St,Weed,CA,Siskiyou,96094,Lafloristacollective@gmail.Com,(530) 408-0420,Data Not Available,41.42436617,-122.38473619
3054,C10-0000327-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,Green Bean Pharm LLC,GreenBean,"Aaron Serruya, Jaques Serruya, Simon Serruya",Limited Liability Company,Data Not Available,515 Naranjo Blvd W,Woodlake,CA,Tulare,93286,Mdunaway@greenbeanpharm.Com,(559) 564-9073,Data Not Available,36.413494,-119.105255
3055,C10-0000328-LIC,Expired,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2025 00:00:00,,"Cannacruz, Inc.",CannaCruz,"Bradford Palmer, Grant Palmer",Corporation,Data Not Available,1156 Abbott St,Salinas,CA,Monterey,93901,Cruz89@aol.Com,(831) 420-3227,Data Not Available,36.65531834,-121.63124131
3056,C10-0000329-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,"1 Vertical, Inc.",420 Central,"Jeff Holcombe, Robert Knohl, Robert Taft",Corporation,Data Not Available,420 Central Ave W,Santa Ana,CA,Orange,92707,Robert@420central.Org,(949) 434-2125,Data Not Available,33.713258,-117.87319
3057,C10-0000330-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,Sacramento Community Cannabis Collective,Connected Sacramento,"Caleb Counts, Chetan Gulati, Daniel Penrod, Edward Barkett, Josephine Rossi",Corporation,Data Not Available,"2831 Fruitridge Rd, Suite E",Sacramento,CA,Sacramento,95820,Caleb.Regulatory@connectedca.Com,(916) 243-6982,Data Not Available,38.525137,-121.476382
3058,C10-0000331-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,"Organic Cannabis Foundation, LLC","Suspiciously Delicious, LLC",Dona Frank,Limited Liability Company,Data Not Available,301 Todd Rd E,Santa Rosa,CA,Sonoma,95407,Dona@naturalcannabis.Com,(707) 888-9976,Data Not Available,38.387452,-122.711602
3059,C10-0000332-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,"The Medicine Woman Group, LLC",The Medicine Woman,"Charis Burrett, Damian Collins",Limited Liability Company,Data Not Available,9058 Rose St,Bellflower,CA,Los Angeles,90706,The1medwoman@gmail.Com,(949) 887-3589,Data Not Available,33.869324,-118.140594
3060,C10-0000333-LIC,Expired,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2021 00:00:00,,Griffin Hollistics,Data Not Available,"Andrey Blokh, Boris Jordan, Jonathan Faucher, Joseph Lusardi, Karl Johansson, Neil Davidson, Peter Derby, Ricardo Cabrera, Stephan Ashby, Steven Patierno, Stuart Wilcox, Todd Goffman",Corporation,Data Not Available,1072 Industrial St,Salinas,CA,Monterey,93901,Griffinsalinasdisp@gmail.Com,(816) 332-2330,Data Not Available,36.65933539,-121.63114572
3061,C10-0000334-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,"Patients And Caregivers Los Angeles, Inc.",PAC LA,Edgar Khdrlaryan,Corporation,Data Not Available,4854 Lankershim Blvd N,North Hollywood,CA,Los Angeles,91601,Ed@patientsandcaregivers.Com,(818) 472-1082,Data Not Available,34.159225,-118.370865
3062,C10-0000335-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,The Roots Dispensary LLC,Tree Factory,"Beth Thuna, David Garcia, Luis Castaneda, Victor Sanchez",Limited Liability Company,Data Not Available,805 Laurel Ave W,Lompoc,CA,Santa Barbara,93436,Marcus@therootsdispensary.Com,(805) 322-8032,Data Not Available,34.644198,-120.467109
3063,C10-0000336-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,"The Relief Collective, Inc.",The Growcery,"Cory Azzalino, Francis Keith Handley III, John Moorhead, Rinaldo Cruzado",Corporation,Data Not Available,5816 -5818 Pico Blvd W,Los Angeles,CA,Los Angeles,90019,Thegrowceryla@gmail.Com,(323) 852-3420,Data Not Available,34.050949,-118.365368
3064,C10-0000337-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,Wellness Caregivers Collective,West Coast Holistic Center,"Grigor Bilbulyan, Jackie Shahen",Corporation,Data Not Available,15460 W Devonshire St,Mission Hills,CA,Los Angeles,91345,Wcaregivers2018@gmail.Com,(818) 424-5242,Data Not Available,34.257044,-118.469483
3065,C10-0000338-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,"Calma Weho, LLC","CALMA WEHO, LLC","Greg Gamet, Laurie Holcomb, Marshall Minor, Richard Ormond",Limited Liability Company,Data Not Available,1155 La Brea Ave N,W Hollywood,CA,Los Angeles,90038,Tribeind@protonmail.Com,(310) 350-1285,Data Not Available,34.092385,-118.344345
3066,C10-0000339-LIC,Revoked,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2025 00:00:00,,"The Little Cottage Caregivers, LLC",Herbarium,"Tony Fong, Tzehou Kung",Limited Liability Company,Data Not Available,979 N La Brea Ave,W Hollywood,CA,Los Angeles,90038,Littlecottage420@gmail.Com,(323) 447-2037,Data Not Available,34.088567,-118.344621
3067,C10-0000340-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2026 00:00:00,,"St. Andrew's Green, A Cooperative Corporation [Equity Retailer]",WeedWay [Equity Retailer],arnold abramyan,Corporation,Data Not Available,7031 Foothill Blvd,Tujunga,CA,Los Angeles,91042,Standrewgreenla@gmail.Com,(818) 221-9801,Data Not Available,34.248157,-118.284405
3068,C10-0000341-LIC,Surrendered,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/28/2019 00:00:00,06/27/2025 00:00:00,,"A Green Alternative, Inc.","A GREEN ALTERNATIVE, INC.","David Blair, Douglas Cristofo, Matteo Tabibzadeh, Michael Moussalli, Thomas Hebrank, Xuanqui Xin, Zach Lazarus",Corporation,Data Not Available,"2335 Roll Dr, Suite 4",San Diego,CA,San Diego,92154,Thebrank@ethreeadvisors.Com,(619) 567-7223,Data Not Available,32.555811,-116.936773
3306,C10-0000342-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,06/29/2019 00:00:00,06/28/2026 00:00:00,,"Natural Aid Pharmacy, A Cooperative Corporation [Equity Retailer]","Natural Aid Pharmacy, A Cooperative Corporation [Equity Retailer]",ARNOLD ABRAMYAN,Corporation,Data Not Available,8124 Foothill Blvd W,Sunland,CA,Los Angeles,91040,Naturalaidla@gmail.Com,(818) 799-2427,Data Not Available,34.259445,-118.310149
3307,C10-0000343-LIC,Expired,Provisional,Commercial -  Retailer,Medicinal,06/30/2019 00:00:00,06/29/2022 00:00:00,,Barbara Perkins,Tulare Alternative Healthcare,Barbara Perkins,Sole Proprietorship,Data Not Available,260 N L St,Tulare,CA,Tulare,93274,Tulareahc@gmail.Com,(559) 668-4420,Data Not Available,36.21072453,-119.34518011
3308,C10-0000344-LIC,Surrendered,Provisional,Commercial -  Retailer,Medicinal,07/02/2019 00:00:00,07/01/2021 00:00:00,,South Bay Dreams,Harbor Collective,"David  Vasquez, Noel  Shamoun, Yolanda  Esparza",Corporation,Data Not Available,"7323 El Cajon Blvd, Unit E",La Mesa,CA,San Diego,91942,Noel.Shamoun@gmail.Com,(619) 456-8928,Data Not Available,32.768585,-117.039337
3309,C10-0000345-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,07/02/2019 00:00:00,07/01/2021 00:00:00,,"The Airport Collective, Inc.",Showgrow,David Barakett,Corporation,Data Not Available,3411 Anaheim St E,Long Beach,CA,Los Angeles,90804,Trip@bamcannabis.Com,(303) 396-5921,Data Not Available,33.783185,-118.15208
3310,C10-0000346-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/02/2019 00:00:00,07/01/2026 00:00:00,,"Ironworks Collective, Inc.",STIIIZY DTLA,"Chaudhry Ali, Isaac Kim, James Kim, Tak Sato, Vivian Khong",Corporation,Data Not Available,718 Commercial St E,Los Angeles,CA,Los Angeles,90012,Kevin.Farhang@gmail.Com,(310) 922-1123,Data Not Available,34.0522869,-118.2320345
3311,C10-0000347-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/02/2019 00:00:00,07/01/2026 00:00:00,,"Tolt River Cultivation Cooperative, Inc.","TOLT RIVER CULTIVATION COOPERATIVE, INC.",Sahand Sultan-Qurraie,Corporation,Data Not Available,575 Broadway Ave,Seaside,CA,Monterey,93955,Rareearth2017@gmail.Com,(831) 521-8751,Data Not Available,36.609482,-121.85115
3312,C10-0000348-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/03/2019 00:00:00,07/02/2026 00:00:00,,"Doc's, Inc. [Equity Retailer]",KOLAS #105 [Equity Retailer],Garib Karapetyan,Corporation,Data Not Available,1704 Main Ave,Sacramento,CA,Sacramento,95838,Experience@kolas.Com,(916) 564-2112,Data Not Available,38.654359,-121.426559
3313,C10-0000349-LIC,Surrendered,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,07/03/2019 00:00:00,07/02/2021 00:00:00,,Safe Accessible Solutions,Data Not Available,"Gayk Serobyan, Gevorg Kadzhikyan, Grach Serobyan",Corporation,Data Not Available,8125 36th Ave,Sacramento,CA,Sacramento,95824,Paul@3hhg.Com,(916) 730-2264,Data Not Available,38.52092007,-121.40733242
3314,C10-0000350-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/03/2019 00:00:00,07/02/2026 00:00:00,,"Perchta, Inc [Equity Retailer]",Kolas #102 [Equity Retailer],Garib  Karapetyan,Corporation,Data Not Available,8848 Fruitridge Rd,Sacramento,CA,Sacramento,95826,Experience@kolas.Com,(916) 381-3769,Data Not Available,38.524819,-121.374051
3315,C10-0000351-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/03/2019 00:00:00,07/02/2026 00:00:00,,Sacramento Commercial Services,LEMONNADE SOUTH,"Gayk Serobyan, Gevorg Kadzhikyan, Greg Serobyan",Corporation,Data Not Available,1421 47th Ave,Sacramento,CA,Sacramento,95822,Paul@3hhg.Com,(916) 730-2264,Data Not Available,38.511015,-121.503827
3316,C10-0000352-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/03/2019 00:00:00,07/02/2026 00:00:00,,"Migliore, LLC",Abatin Wellness Center,"Aundre  Speciale, Gary Hiller, Maribel Garcia",Limited Liability Company,Data Not Available,2100 29th St,Sacramento,CA,Sacramento,95817,Diazmaribel718@gmail.Com,(310) 741-0888,Data Not Available,38.561366,-121.473906
3317,C10-0000353-LIC,Surrendered,Annual,Commercial -  Retailer,Adult-Use and Medicinal,07/03/2019 00:00:00,07/02/2025 00:00:00,,"Rishon, LLC",Cannabis Buyers Club of Berkeley,"Aundre  Speciale, Gary Hiller, Mary  Speciale",Limited Liability Company,Data Not Available,3033 Shattuck Ave,Berkeley,CA,Alameda,94705,Especiale@cbbcbberkeley.Com,(323) 326-6347,Data Not Available,37.854044,-122.266045
